_id,BALCONY_GUARDS,CONFIRMED_STOREYS,CONFIRMED_UNITS,ELEVATORS,ENTRANCE_DOORS_WINDOWS,ENTRANCE_LOBBY,EVALUATION_COMPLETED_ON,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,GARBAGE_BIN_STORAGE_AREA,GARBAGE_CHUTE_ROOMS,GRAFFITI,INTERIOR_LIGHTING_LEVELS,INTERIOR_WALL_CEILING_FLOOR,INTERNAL_GUARDS_HANDRAILS,NO_OF_AREAS_EVALUATED,OTHER_FACILITIES,PARKING_AREA,PROPERTY_TYPE,RESULTS_OF_SCORE,RSN,SCORE,SECURITY,SITE_ADDRESS,STAIRWELLS,STORAGE_AREAS_LOCKERS,WARD,WATER_PEN_EXT_BLDG_ELEMENTS,YEAR_BUILT,YEAR_REGISTERED
3002,3.0,4,22,,4.0,3.0,10/17/2017,3.0,4.0,3.0,3.0,,5.0,3.0,3.0,2.0,16,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4168798,66.0,4.0,170  BERRY RD ,3.0,,03,3.0,1956.0,2017.0
3003,,3,18,,3.0,3.0,03/14/2019,3.0,3.0,3.0,3.0,,5.0,3.0,3.0,3.0,15,,2.0,PRIVATE,Evaluation needs to be conducted in 1 year,4168808,61.0,3.0,23  JANE ST ,3.0,,04,3.0,1955.0,2017.0
3004,,3,36,,4.0,4.0,02/19/2019,4.0,3.0,4.0,3.0,,5.0,5.0,4.0,3.0,14,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4169173,77.0,5.0,1685  EGLINTON AVE W,3.0,,12,4.0,1960.0,2017.0
3005,4.0,3,15,,4.0,4.0,03/14/2019,4.0,4.0,4.0,4.0,,2.0,4.0,4.0,4.0,14,,,PRIVATE,Evaluation needs to be conducted in 2 years,4169241,77.0,5.0,42  VAUGHAN RD ,4.0,,12,3.0,1928.0,2017.0
3006,4.0,29,463,4.0,4.0,5.0,12/18/2017,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,18,4.0,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4171374,82.0,5.0,570  BAY ST ,3.0,,10,4.0,2013.0,2017.0
3007,3.0,30,483,4.0,4.0,4.0,11/10/2017,3.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,20,4.0,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4171428,73.0,4.0,77  DAVISVILLE AVE ,3.0,4.0,12,3.0,1970.0,2017.0
3008,,19,289,4.0,4.0,4.0,10/16/2017,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,19,4.0,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4166900,72.0,5.0,390  QUEENS QUAY  W,3.0,3.0,10,4.0,1987.0,2017.0
3009,,3,11,,4.0,4.0,02/15/2019,4.0,4.0,4.0,4.0,,5.0,4.0,3.0,4.0,16,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4167688,75.0,2.0,29  GLEN EVEREST RD ,4.0,3.0,20,4.0,1971.0,2017.0
3010,,6,72,3.0,3.0,3.0,01/15/2019,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,17,,3.0,TCHC,Evaluation needs to be conducted in 1 year,4167694,61.0,3.0,325  GERRARD ST E,3.0,,13,4.0,1980.0,2017.0
3011,3.0,7,72,3.0,3.0,4.0,01/24/2019,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,19,,3.0,PRIVATE,Evaluation needs to be conducted in 1 year,4152693,65.0,3.0,15  ROSEMOUNT DR ,3.0,4.0,21,4.0,1969.0,2017.0
3012,4.0,5,72,3.0,3.0,3.0,12/15/2017,4.0,3.0,4.0,5.0,,5.0,4.0,4.0,4.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4152697,72.0,3.0,2354  EGLINTON AVE E,4.0,3.0,21,3.0,1960.0,2017.0
3013,4.0,4,18,3.0,4.0,4.0,11/15/2017,4.0,3.0,3.0,3.0,3.0,5.0,2.0,3.0,3.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4152700,69.0,4.0,1169  BIRCHMOUNT RD ,4.0,,21,4.0,1960.0,2017.0
3014,,6,70,4.0,5.0,5.0,10/26/2017,4.0,3.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,17,,1.0,PRIVATE,Evaluation needs to be conducted in 3 years,4152702,82.0,5.0,1255  BIRCHMOUNT RD ,4.0,,21,5.0,1960.0,2017.0
3015,4.0,6,50,4.0,3.0,3.0,01/24/2019,3.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,3.0,19,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4152708,69.0,4.0,831  KENNEDY RD ,3.0,4.0,21,3.0,1954.0,2017.0
3016,3.0,5,28,3.0,3.0,3.0,01/04/2019,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,19,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4152718,67.0,3.0,1475  BIRCHMOUNT RD ,3.0,3.0,21,4.0,1967.0,2017.0
3017,5.0,10,139,3.0,4.0,4.0,01/24/2019,4.0,4.0,4.0,3.0,3.0,5.0,4.0,3.0,3.0,19,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4152723,75.0,4.0,3  GLAMORGAN AVE ,3.0,3.0,21,5.0,1984.0,2017.0
3018,5.0,12,167,4.0,4.0,5.0,11/21/2017,4.0,4.0,5.0,3.0,4.0,5.0,3.0,3.0,4.0,18,4.0,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4152726,79.0,4.0,11  ANTRIM CRES ,3.0,,21,4.0,1971.0,2017.0
3019,5.0,3,16,,4.0,3.0,12/17/2018,3.0,3.0,3.0,4.0,,5.0,4.0,3.0,3.0,16,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153143,70.0,5.0,115  EUCLID AVE ,3.0,,10,3.0,1930.0,2017.0
3020,,14,279,4.0,4.0,4.0,01/28/2019,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153593,79.0,4.0,730  ONTARIO ST ,4.0,4.0,13,4.0,1967.0,2017.0
3021,4.0,7,69,4.0,4.0,4.0,02/13/2019,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,19,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4153596,81.0,4.0,222  WELLESLEY ST E,4.0,4.0,13,4.0,1963.0,2017.0
3022,,4,48,,3.0,3.0,11/08/2017,3.0,2.0,4.0,3.0,,5.0,2.0,4.0,4.0,16,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153604,66.0,4.0,569  BROADVIEW AVE ,4.0,3.0,14,3.0,1929.0,2017.0
3023,3.0,3,10,,4.0,4.0,01/10/2019,3.0,3.0,3.0,4.0,,5.0,5.0,4.0,4.0,16,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153609,76.0,4.0,648  BROADVIEW AVE ,5.0,,14,3.0,1910.0,2017.0
3024,,4,21,,4.0,4.0,01/09/2019,3.0,4.0,3.0,4.0,,5.0,3.0,5.0,3.0,15,,2.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153618,72.0,4.0,852  BROADVIEW AVE ,4.0,,14,3.0,1960.0,2018.0
3025,3.0,3,17,,4.0,3.0,12/28/2017,4.0,4.0,4.0,3.0,,5.0,4.0,4.0,4.0,16,4.0,,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4153621,76.0,3.0,137  SEARS ST ,4.0,,14,4.0,1995.0,2017.0
3026,4.0,3,16,4.0,4.0,3.0,01/03/2018,4.0,3.0,3.0,3.0,,3.0,3.0,3.0,4.0,18,4.0,3.0,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4153624,68.0,3.0,802  EASTERN AVE ,3.0,,14,3.0,1995.0,2019.0
3027,4.0,4,50,,4.0,3.0,12/08/2017,4.0,4.0,3.0,3.0,,5.0,3.0,3.0,3.0,17,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154110,68.0,3.0,12  BATER AVE ,3.0,3.0,14,4.0,1927.0,2018.0
3028,3.0,12,160,3.0,3.0,4.0,12/21/2018,3.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,19,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154116,67.0,5.0,130  GOWAN AVE ,3.0,3.0,14,3.0,1968.0,2017.0
3029,2.0,3,27,,3.0,4.0,12/14/2018,3.0,3.0,3.0,4.0,,5.0,4.0,4.0,3.0,16,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154133,70.0,5.0,15  GAMBLE AVE ,4.0,,14,3.0,1958.0,2019.0
3030,4.0,12,152,3.0,3.0,3.0,12/18/2018,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,19,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154134,72.0,5.0,100  GAMBLE AVE ,4.0,3.0,14,4.0,1965.0,2017.0
3031,,4,38,,3.0,3.0,01/02/2019,3.0,3.0,3.0,3.0,,5.0,2.0,4.0,3.0,16,,3.0,PRIVATE,Evaluation needs to be conducted in 1 year,4154142,64.0,4.0,9  ELMSDALE RD ,3.0,3.0,14,3.0,1945.0,2017.0
3032,3.0,7,71,3.0,3.0,4.0,01/25/2019,3.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,20,4.0,4.0,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4154650,69.0,3.0,2  MASCOT PL ,4.0,3.0,06,3.0,1960.0,2017.0
3033,4.0,4,70,4.0,4.0,4.0,01/25/2019,4.0,4.0,4.0,4.0,,5.0,4.0,4.0,4.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154651,78.0,3.0,4  MASCOT PL ,3.0,3.0,06,5.0,1962.0,2017.0
3034,4.0,5,55,3.0,4.0,4.0,02/28/2019,4.0,3.0,3.0,3.0,,5.0,2.0,3.0,4.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155010,69.0,4.0,460  WINONA DR ,3.0,3.0,12,3.0,1958.0,2017.0
3035,4.0,6,124,4.0,5.0,3.0,02/28/2019,4.0,3.0,4.0,4.0,,5.0,5.0,4.0,4.0,17,,3.0,PRIVATE,Evaluation needs to be conducted in 3 years,4155011,81.0,5.0,450  WINONA DR ,4.0,,12,4.0,1960.0,2017.0
3036,3.0,6,130,3.0,4.0,4.0,02/28/2019,4.0,3.0,5.0,4.0,,5.0,5.0,4.0,4.0,18,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4155012,82.0,5.0,440  WINONA DR ,4.0,4.0,12,4.0,1955.0,2017.0
3037,,4,19,,4.0,3.0,02/19/2019,4.0,3.0,4.0,3.0,,5.0,3.0,4.0,5.0,16,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155023,75.0,4.0,1 A  BANSLEY AVE ,4.0,3.0,12,4.0,1954.0,2017.0
3038,,3,41,5.0,4.0,4.0,02/20/2019,4.0,3.0,4.0,3.0,,5.0,4.0,5.0,3.0,16,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155031,78.0,5.0,1801  EGLINTON AVE W,3.0,,12,3.0,1960.0,
3039,4.0,4,34,,4.0,4.0,02/19/2019,3.0,3.0,4.0,4.0,,5.0,4.0,4.0,5.0,17,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4155041,81.0,5.0,1490  EGLINTON AVE W,4.0,3.0,08,4.0,1955.0,2017.0
3040,3.0,7,67,4.0,3.0,3.0,12/14/2017,3.0,3.0,3.0,4.0,,5.0,4.0,3.0,3.0,17,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155045,66.0,3.0,330  HOPEWELL AVE ,3.0,,08,3.0,1959.0,
3041,,3,29,,3.0,3.0,01/22/2019,3.0,3.0,3.0,4.0,,5.0,4.0,3.0,3.0,14,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155538,69.0,4.0,105  TWENTY FIFTH ST ,3.0,,03,4.0,1970.0,2017.0
3042,4.0,7,97,4.0,4.0,3.0,10/25/2017,3.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,20,3.0,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155547,68.0,3.0,31  PARK BLVD ,3.0,3.0,03,3.0,1963.0,2017.0
3043,4.0,7,97,3.0,3.0,3.0,10/25/2017,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,20,3.0,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155548,66.0,4.0,21  PARK BLVD ,3.0,3.0,03,3.0,1963.0,2017.0
3044,4.0,4,14,,4.0,4.0,10/31/2017,4.0,3.0,3.0,3.0,,5.0,3.0,4.0,4.0,17,,2.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155553,72.0,4.0,294  LAKE PROMENADE  ,4.0,3.0,03,4.0,1950.0,2017.0
3045,,3,34,,4.0,3.0,10/27/2017,4.0,3.0,3.0,4.0,,5.0,3.0,3.0,2.0,15,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155556,69.0,4.0,25  VILLA RD ,3.0,,03,4.0,1960.0,2017.0
3046,4.0,3,41,4.0,3.0,4.0,11/29/2017,4.0,3.0,4.0,4.0,,5.0,3.0,4.0,4.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155558,76.0,4.0,87  FORTY SECOND ST ,4.0,3.0,03,4.0,1959.0,2017.0
3047,4.0,24,278,4.0,3.0,3.0,02/04/2019,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,18,,3.0,TCHC,Evaluation needs to be conducted in 2 years,4155562,69.0,3.0,40  TEESDALE PL ,3.0,,20,4.0,1971.0,2017.0
3048,3.0,13,128,4.0,3.0,3.0,01/24/2019,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,19,3.0,3.0,TCHC,Evaluation needs to be conducted in 2 years,4155570,68.0,3.0,55  GREENBRAE CRCT ,3.0,,24,4.0,1970.0,2017.0
3049,3.0,11,198,3.0,3.0,3.0,01/08/2018,3.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,18,,3.0,TCHC,Evaluation needs to be conducted in 2 years,4156483,66.0,3.0,5  WAKUNDA PL ,3.0,,19,3.0,1967.0,2017.0
3050,3.0,3,12,,3.0,4.0,11/24/2017,3.0,3.0,3.0,4.0,,5.0,2.0,3.0,2.0,17,4.0,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4156491,67.0,4.0,45  GENERATION BLVD ,3.0,,25,4.0,1975.0,2017.0
3051,2.0,15,118,2.0,3.0,2.0,12/20/2018,4.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,19,3.0,2.0,PRIVATE,Evaluation needs to be conducted in 1 year,4156493,61.0,4.0,355  GRANDRAVINE DR ,3.0,,07,4.0,1971.0,2017.0
3052,,15,180,3.0,4.0,3.0,01/28/2019,3.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,18,3.0,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4152740,74.0,5.0,555  BRIMORTON DR ,4.0,,24,3.0,1965.0,2017.0
3053,4.0,4,67,3.0,4.0,4.0,11/16/2017,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,18,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4152751,78.0,4.0,1320  DANFORTH RD ,4.0,,21,4.0,1969.0,2017.0
3054,4.0,15,225,4.0,4.0,5.0,11/30/2017,3.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,19,4.0,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4152754,72.0,4.0,1350  DANFORTH RD ,4.0,,21,3.0,1965.0,2017.0
3055,3.0,6,57,4.0,4.0,4.0,11/16/2017,4.0,5.0,4.0,4.0,,5.0,4.0,4.0,3.0,17,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4152765,79.0,4.0,30  TRUDELLE ST ,4.0,,21,3.0,1960.0,2017.0
3056,,3,13,,3.0,4.0,11/27/2017,4.0,4.0,4.0,4.0,,5.0,4.0,3.0,4.0,15,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153152,72.0,3.0,410  DOVERCOURT RD ,3.0,,09,3.0,1930.0,2017.0
3057,3.0,13,112,4.0,4.0,4.0,11/16/2017,3.0,4.0,3.0,3.0,,5.0,3.0,4.0,3.0,18,4.0,3.0,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4153156,71.0,5.0,661  DUFFERIN ST ,2.0,,09,4.0,1967.0,2017.0
3058,3.0,3,18,,3.0,4.0,03/01/2019,3.0,3.0,4.0,4.0,,3.0,2.0,5.0,4.0,15,,,PRIVATE,Evaluation needs to be conducted in 2 years,4153158,73.0,5.0,1  HAVELOCK ST ,4.0,,09,4.0,1905.0,2017.0
3059,4.0,10,61,4.0,3.0,4.0,03/05/2019,3.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,20,4.0,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153179,79.0,5.0,34  WALMER RD ,4.0,3.0,11,4.0,1971.0,2017.0
3060,2.0,4,18,,4.0,3.0,12/19/2018,3.0,3.0,4.0,4.0,,5.0,4.0,3.0,3.0,16,,3.0,PRIVATE,Evaluation needs to be conducted in 1 year,4153183,65.0,3.0,38  BARTON AVE ,3.0,,11,3.0,1919.0,2018.0
3061,4.0,13,85,4.0,3.0,4.0,03/05/2019,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,19,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153187,76.0,5.0,44  WALMER RD ,3.0,3.0,11,3.0,1960.0,2017.0
3062,3.0,5,19,,4.0,4.0,01/23/2019,4.0,3.0,4.0,4.0,,5.0,3.0,4.0,4.0,17,5.0,4.0,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4153631,79.0,5.0,502  EASTERN AVE ,4.0,,14,4.0,1989.0,2017.0
3063,,3,12,,4.0,3.0,12/15/2017,3.0,4.0,4.0,3.0,,5.0,2.0,4.0,4.0,14,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153640,73.0,4.0,1395  GERRARD ST E,4.0,,14,3.0,1965.0,2017.0
3064,4.0,5,45,5.0,4.0,5.0,01/22/2019,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,18,,5.0,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4153645,93.0,5.0,1320  GERRARD ST E,5.0,,14,4.0,1994.0,2017.0
3065,,4,31,,3.0,3.0,01/10/2019,3.0,3.0,3.0,3.0,,2.0,3.0,3.0,3.0,13,,,PRIVATE,Evaluation needs to be conducted in 1 year,4153652,58.0,3.0,796  CARLAW AVE ,3.0,,14,3.0,1922.0,2018.0
3066,4.0,6,76,2.0,3.0,4.0,11/09/2017,4.0,4.0,3.0,3.0,,5.0,3.0,3.0,4.0,18,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154148,71.0,3.0,8  MILEPOST PL ,4.0,3.0,15,4.0,1960.0,2017.0
3067,3.0,20,400,4.0,4.0,5.0,12/20/2018,3.0,4.0,4.0,2.0,3.0,5.0,4.0,3.0,4.0,19,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154153,77.0,5.0,49  THORNCLIFFE PARK DR ,4.0,4.0,15,5.0,1968.0,2017.0
3068,4.0,20,279,4.0,5.0,4.0,11/29/2017,4.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,20,5.0,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154154,78.0,4.0,53  THORNCLIFFE PARK DR ,3.0,3.0,15,4.0,1968.0,2017.0
3069,4.0,20,332,5.0,3.0,4.0,12/20/2018,4.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,19,,3.0,PRIVATE,Evaluation needs to be conducted in 3 years,4154155,82.0,5.0,65  THORNCLIFFE PARK DR ,5.0,5.0,15,4.0,1967.0,2017.0
3070,,43,500,4.0,3.0,4.0,11/09/2017,4.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,19,4.0,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154159,73.0,4.0,85  THORNCLIFFE PARK DR ,4.0,3.0,15,4.0,1971.0,2017.0
3071,3.0,6,64,4.0,3.0,3.0,11/28/2017,3.0,3.0,3.0,3.0,,5.0,3.0,3.0,4.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154161,69.0,4.0,56  THORNCLIFFE PARK DR ,4.0,4.0,15,3.0,1960.0,2017.0
3072,3.0,6,57,4.0,3.0,3.0,11/28/2017,3.0,3.0,3.0,3.0,,5.0,4.0,4.0,4.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154163,69.0,4.0,52  THORNCLIFFE PARK DR ,3.0,4.0,15,3.0,1960.0,2017.0
3073,4.0,6,57,4.0,4.0,4.0,10/12/2017,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,18,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4154164,81.0,4.0,50  THORNCLIFFE PARK DR ,4.0,,15,4.0,1960.0,2017.0
3074,3.0,6,60,5.0,4.0,3.0,10/03/2017,3.0,4.0,3.0,4.0,,5.0,4.0,3.0,4.0,17,,2.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154166,71.0,4.0,42  THORNCLIFFE PARK DR ,3.0,,15,3.0,1962.0,2017.0
3075,5.0,25,333,5.0,5.0,4.0,12/18/2018,5.0,3.0,2.0,3.0,3.0,5.0,5.0,4.0,3.0,19,4.0,2.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154176,78.0,5.0,701  DON MILLS RD ,3.0,,16,5.0,1960.0,2017.0
3076,,3,15,,3.0,3.0,01/07/2019,3.0,4.0,3.0,3.0,,5.0,2.0,3.0,3.0,16,,3.0,PRIVATE,Evaluation needs to be conducted in 1 year,4154177,64.0,5.0,871  MILLWOOD RD ,3.0,3.0,15,3.0,1947.0,2017.0
3077,3.0,3,26,,3.0,4.0,10/17/2017,4.0,4.0,3.0,3.0,,5.0,4.0,3.0,3.0,16,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154666,69.0,3.0,215  WILSON AVE ,3.0,,08,3.0,1955.0,2017.0
3078,3.0,8,305,4.0,3.0,4.0,11/10/2017,3.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,20,4.0,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154681,74.0,4.0,4000  YONGE ST ,4.0,4.0,08,3.0,1964.0,2017.0
3079,,3,10,,3.0,3.0,02/26/2019,3.0,3.0,3.0,3.0,,5.0,3.0,3.0,3.0,16,,3.0,PRIVATE,Evaluation needs to be conducted in 1 year,4154689,63.0,3.0,4089  BATHURST ST ,3.0,3.0,06,3.0,1953.0,
3080,4.0,12,83,4.0,4.0,4.0,02/14/2019,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,20,4.0,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154696,77.0,3.0,535  SHEPPARD AVE W,4.0,4.0,06,4.0,1965.0,2017.0
3081,4.0,21,117,3.0,3.0,3.0,10/12/2017,3.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154698,66.0,3.0,15  CANYON AVE ,3.0,,06,3.0,1962.0,2017.0
3082,5.0,21,237,4.0,3.0,3.0,11/03/2017,3.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154699,67.0,3.0,35  CANYON AVE ,3.0,,06,3.0,1959.0,2017.0
3083,3.0,5,64,3.0,4.0,4.0,01/21/2019,4.0,3.0,4.0,3.0,,5.0,3.0,4.0,3.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155056,72.0,5.0,1050  CASTLEFIELD AVE ,3.0,3.0,08,4.0,1959.0,2017.0
3084,5.0,3,10,,4.0,4.0,02/13/2019,3.0,4.0,4.0,4.0,,5.0,4.0,5.0,4.0,16,,,PRIVATE,Evaluation needs to be conducted in 3 years,4155061,85.0,5.0,851  BRIAR HILL AVE ,5.0,4.0,08,4.0,1960.0,2017.0
3085,5.0,28,214,4.0,5.0,4.0,02/15/2019,5.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,19,5.0,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4155062,85.0,5.0,370  RIDELLE AVE ,4.0,,08,4.0,1965.0,2017.0
3086,,3,17,,3.0,4.0,03/12/2019,4.0,3.0,3.0,3.0,,5.0,3.0,3.0,3.0,15,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155064,68.0,4.0,3  THORNTON AVE ,3.0,,09,4.0,1960.0,2017.0
3087,,3,29,,4.0,4.0,03/04/2019,3.0,4.0,4.0,4.0,,5.0,4.0,4.0,5.0,15,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4155077,81.0,4.0,524  HARVIE AVE ,4.0,,09,4.0,1960.0,2017.0
3088,4.0,4,28,,3.0,4.0,02/19/2019,2.0,3.0,3.0,4.0,,5.0,5.0,4.0,3.0,17,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155079,72.0,5.0,2507  EGLINTON AVE W,3.0,3.0,05,3.0,1950.0,2017.0
3089,4.0,3,54,,4.0,4.0,01/10/2018,3.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,18,4.0,,TCHC,Evaluation needs to be conducted in 2 years,4155593,80.0,4.0,177  PENDRITH ST ,3.0,4.0,11,4.0,1964.0,2017.0
3090,,3,15,,3.0,4.0,01/17/2019,4.0,3.0,3.0,3.0,,5.0,4.0,4.0,3.0,15,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4156114,72.0,4.0,1457  KINGSTON RD ,3.0,,20,3.0,1940.0,2017.0
3091,4.0,9,88,2.0,4.0,4.0,11/10/2017,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,19,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4156521,73.0,2.0,75-85  SILVER SPRINGS BLVD ,3.0,3.0,22,4.0,1978.0,2017.0
3092,5.0,12,250,3.0,4.0,4.0,02/06/2019,4.0,3.0,3.0,4.0,5.0,5.0,3.0,3.0,4.0,19,,2.0,PRIVATE,Evaluation needs to be conducted in 2 years,4152768,74.0,5.0,123  BELLAMY RD N,3.0,4.0,21,3.0,1964.0,2017.0
3093,4.0,13,123,5.0,4.0,4.0,11/14/2017,4.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,3.0,19,4.0,3.0,PRIVATE,Evaluation needs to be conducted in 3 years,4152773,81.0,5.0,3201  LAWRENCE AVE E,5.0,,21,5.0,1960.0,2017.0
3094,3.0,4,18,3.0,4.0,4.0,02/11/2019,3.0,4.0,3.0,3.0,,4.0,2.0,3.0,3.0,17,,3.0,PRIVATE,Evaluation needs to be conducted in 1 year,4152778,65.0,4.0,3171  KINGSTON RD ,3.0,,20,3.0,1960.0,2018.0
3095,3.0,6,88,4.0,3.0,4.0,11/23/2017,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,20,3.0,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4152783,72.0,4.0,3744  ST CLAIR AVE E,3.0,4.0,20,3.0,1964.0,2017.0
